,image-name,label,label-name,image-array
839,211.jpg,20,characters-3,"[[[0.22745098 0.18431373 0.20784314]
  [0.24313726 0.2        0.22352941]
  [0.2627451  0.21960784 0.24313726]
  ...
  [0.1254902  0.08235294 0.09803922]
  [0.09803922 0.05490196 0.07058824]
  [0.07843138 0.03529412 0.05098039]]

 [[0.23529412 0.19215687 0.21568628]
  [0.2509804  0.20784314 0.23137255]
  [0.27058825 0.22745098 0.2509804 ]
  ...
  [0.14901961 0.10588235 0.12156863]
  [0.12156863 0.07843138 0.09411765]
  [0.10196079 0.05882353 0.07450981]]

 [[0.24705882 0.20392157 0.22745098]
  [0.2627451  0.21960784 0.24313726]
  [0.28235295 0.23921569 0.2627451 ]
  ...
  [0.1764706  0.13333334 0.14901961]
  [0.14901961 0.10588235 0.12156863]
  [0.13333334 0.09019608 0.10588235]]

 ...

 [[0.75686276 0.7058824  0.73333335]
  [0.75686276 0.7058824  0.73333335]
  [0.75686276 0.7058824  0.73333335]
  ...
  [0.75686276 0.75686276 0.7647059 ]
  [0.7490196  0.7490196  0.75686276]
  [0.7411765  0.7411765  0.7490196 ]]

 [[0.75686276 0.7058824  0.73333335]
  [0.75686276 0.7058824  0.73333335]
  [0.7607843  0.70980394 0.7372549 ]
  ...
  [0.75686276 0.75686276 0.7647059 ]
  [0.7490196  0.7490196  0.75686276]
  [0.7411765  0.7411765  0.7490196 ]]

 [[0.75686276 0.7058824  0.73333335]
  [0.75686276 0.7058824  0.73333335]
  [0.7607843  0.70980394 0.7372549 ]
  ...
  [0.75686276 0.75686276 0.7647059 ]
  [0.7490196  0.7490196  0.75686276]
  [0.7411765  0.7411765  0.7490196 ]]]"
840,212.jpg,20,characters-3,"[[[0.17254902 0.15294118 0.16862746]
  [0.19215687 0.17254902 0.1882353 ]
  [0.21568628 0.19607843 0.21176471]
  ...
  [0.21176471 0.19215687 0.20784314]
  [0.1882353  0.16862746 0.18431373]
  [0.17254902 0.15294118 0.16862746]]

 [[0.1882353  0.16862746 0.18431373]
  [0.20392157 0.18431373 0.2       ]
  [0.22745098 0.20784314 0.22352941]
  ...
  [0.22745098 0.20784314 0.22352941]
  [0.20392157 0.18431373 0.2       ]
  [0.1882353  0.16862746 0.18431373]]

 [[0.20392157 0.18431373 0.2       ]
  [0.21960784 0.2        0.21568628]
  [0.24313726 0.22352941 0.23921569]
  ...
  [0.24705882 0.22745098 0.24313726]
  [0.22352941 0.20392157 0.21960784]
  [0.20784314 0.1882353  0.20392157]]

 ...

 [[0.6627451  0.6431373  0.65882355]
  [0.6666667  0.64705884 0.6627451 ]
  [0.6745098  0.654902   0.67058825]
  ...
  [0.7529412  0.70980394 0.73333335]
  [0.7411765  0.69803923 0.72156864]
  [0.73333335 0.6901961  0.7137255 ]]

 [[0.6627451  0.6431373  0.65882355]
  [0.6666667  0.64705884 0.6627451 ]
  [0.67058825 0.6509804  0.6666667 ]
  ...
  [0.7490196  0.7058824  0.7294118 ]
  [0.7372549  0.69411767 0.7176471 ]
  [0.7294118  0.6862745  0.70980394]]

 [[0.65882355 0.6392157  0.654902  ]
  [0.6666667  0.64705884 0.6627451 ]
  [0.67058825 0.6509804  0.6666667 ]
  ...
  [0.7490196  0.7058824  0.7294118 ]
  [0.7372549  0.69411767 0.7176471 ]
  [0.7294118  0.6862745  0.70980394]]]"
841,213.jpg,3,dots-4,"[[[0.83137256 0.83137256 0.8392157 ]
  [0.83137256 0.83137256 0.8392157 ]
  [0.83137256 0.83137256 0.8392157 ]
  ...
  [0.8745098  0.8392157  0.85882354]
  [0.8745098  0.8392157  0.85882354]
  [0.8745098  0.8392157  0.85882354]]

 [[0.8352941  0.8352941  0.84313726]
  [0.83137256 0.83137256 0.8392157 ]
  [0.83137256 0.83137256 0.8392157 ]
  ...
  [0.8745098  0.8392157  0.85882354]
  [0.8745098  0.8392157  0.85882354]
  [0.8745098  0.8392157  0.85882354]]

 [[0.8352941  0.8352941  0.84313726]
  [0.8352941  0.8352941  0.84313726]
  [0.8352941  0.8352941  0.84313726]
  ...
  [0.8745098  0.8392157  0.85882354]
  [0.8745098  0.8392157  0.85882354]
  [0.8745098  0.8392157  0.85882354]]

 ...

 [[0.78431374 0.7607843  0.7764706 ]
  [0.76862746 0.74509805 0.7607843 ]
  [0.73333335 0.70980394 0.7254902 ]
  ...
  [0.7882353  0.76862746 0.78431374]
  [0.78431374 0.7647059  0.78039217]
  [0.78431374 0.7647059  0.78039217]]

 [[0.78039217 0.75686276 0.77254903]
  [0.7647059  0.7411765  0.75686276]
  [0.7254902  0.7019608  0.7176471 ]
  ...
  [0.7882353  0.76862746 0.78431374]
  [0.78431374 0.7647059  0.78039217]
  [0.78431374 0.7647059  0.78039217]]

 [[0.77254903 0.7490196  0.7647059 ]
  [0.75686276 0.73333335 0.7490196 ]
  [0.72156864 0.69803923 0.7137255 ]
  ...
  [0.7882353  0.76862746 0.78431374]
  [0.78431374 0.7647059  0.78039217]
  [0.78431374 0.7647059  0.78039217]]]"
842,214.jpg,3,dots-4,"[[[0.85882354 0.8352941  0.8509804 ]
  [0.85882354 0.8352941  0.8509804 ]
  [0.85490197 0.83137256 0.84705883]
  ...
  [0.827451   0.8039216  0.8117647 ]
  [0.8235294  0.8        0.80784315]
  [0.8235294  0.8        0.80784315]]

 [[0.8627451  0.8392157  0.85490197]
  [0.85882354 0.8352941  0.8509804 ]
  [0.85882354 0.8352941  0.8509804 ]
  ...
  [0.827451   0.8039216  0.8117647 ]
  [0.8235294  0.8        0.80784315]
  [0.8235294  0.8        0.80784315]]

 [[0.8627451  0.8392157  0.85490197]
  [0.8627451  0.8392157  0.85490197]
  [0.85882354 0.8352941  0.8509804 ]
  ...
  [0.827451   0.8039216  0.8117647 ]
  [0.8235294  0.8        0.80784315]
  [0.8235294  0.8        0.80784315]]

 ...

 [[0.7490196  0.7254902  0.7411765 ]
  [0.73333335 0.70980394 0.7254902 ]
  [0.70980394 0.6862745  0.7019608 ]
  ...
  [0.8627451  0.84313726 0.85882354]
  [0.8627451  0.84313726 0.85882354]
  [0.8627451  0.84313726 0.85882354]]

 [[0.74509805 0.72156864 0.7372549 ]
  [0.7254902  0.7019608  0.7176471 ]
  [0.7058824  0.68235296 0.69803923]
  ...
  [0.85882354 0.8392157  0.85490197]
  [0.85882354 0.8392157  0.85490197]
  [0.85882354 0.8392157  0.85490197]]

 [[0.7372549  0.7137255  0.7294118 ]
  [0.72156864 0.69803923 0.7137255 ]
  [0.69803923 0.6745098  0.6901961 ]
  ...
  [0.85882354 0.8392157  0.85490197]
  [0.85882354 0.8392157  0.85490197]
  [0.85882354 0.8392157  0.85490197]]]"
843,215.jpg,3,dots-4,"[[[0.9411765  0.93333334 0.9529412 ]
  [0.93333334 0.9254902  0.94509804]
  [0.92156863 0.9137255  0.93333334]
  ...
  [0.92156863 0.9019608  0.91764706]
  [0.92156863 0.9019608  0.91764706]
  [0.92156863 0.9019608  0.91764706]]

 [[0.9411765  0.93333334 0.9529412 ]
  [0.93333334 0.9254902  0.94509804]
  [0.92156863 0.9137255  0.93333334]
  ...
  [0.92156863 0.9019608  0.91764706]
  [0.92156863 0.9019608  0.91764706]
  [0.92156863 0.9019608  0.91764706]]

 [[0.9372549  0.92941177 0.9490196 ]
  [0.92941177 0.92156863 0.9411765 ]
  [0.92156863 0.9137255  0.93333334]
  ...
  [0.91764706 0.8980392  0.9137255 ]
  [0.91764706 0.8980392  0.9137255 ]
  [0.91764706 0.8980392  0.9137255 ]]

 ...

 [[0.6862745  0.6666667  0.68235296]
  [0.6784314  0.65882355 0.6745098 ]
  [0.6666667  0.64705884 0.6627451 ]
  ...
  [0.9019608  0.88235295 0.8980392 ]
  [0.9019608  0.88235295 0.8980392 ]
  [0.9019608  0.88235295 0.8980392 ]]

 [[0.6784314  0.65882355 0.6745098 ]
  [0.67058825 0.6509804  0.6666667 ]
  [0.65882355 0.6392157  0.654902  ]
  ...
  [0.9019608  0.88235295 0.8980392 ]
  [0.9019608  0.88235295 0.8980392 ]
  [0.9019608  0.88235295 0.8980392 ]]

 [[0.67058825 0.6509804  0.6666667 ]
  [0.6627451  0.6431373  0.65882355]
  [0.6509804  0.6313726  0.64705884]
  ...
  [0.9019608  0.88235295 0.8980392 ]
  [0.9019608  0.88235295 0.8980392 ]
  [0.9019608  0.88235295 0.8980392 ]]]"
844,216.jpg,3,dots-4,"[[[0.8509804  0.827451   0.84313726]
  [0.84313726 0.81960785 0.8352941 ]
  [0.8352941  0.8117647  0.827451  ]
  ...
  [0.8627451  0.81960785 0.8509804 ]
  [0.8627451  0.81960785 0.8509804 ]
  [0.8627451  0.81960785 0.8509804 ]]

 [[0.8509804  0.827451   0.84313726]
  [0.84313726 0.81960785 0.8352941 ]
  [0.8352941  0.8117647  0.827451  ]
  ...
  [0.8627451  0.81960785 0.8509804 ]
  [0.8627451  0.81960785 0.8509804 ]
  [0.8627451  0.81960785 0.8509804 ]]

 [[0.8509804  0.827451   0.84313726]
  [0.84313726 0.81960785 0.8352941 ]
  [0.8352941  0.8117647  0.827451  ]
  ...
  [0.8627451  0.81960785 0.8509804 ]
  [0.8627451  0.81960785 0.8509804 ]
  [0.8627451  0.81960785 0.8509804 ]]

 ...

 [[0.5803922  0.56078434 0.5764706 ]
  [0.5882353  0.5686275  0.58431375]
  [0.6        0.5803922  0.59607846]
  ...
  [0.9490196  0.92941177 0.94509804]
  [0.9490196  0.92941177 0.94509804]
  [0.9490196  0.92941177 0.94509804]]

 [[0.5764706  0.5568628  0.57254905]
  [0.58431375 0.5647059  0.5803922 ]
  [0.59607846 0.5764706  0.5921569 ]
  ...
  [0.9529412  0.93333334 0.9490196 ]
  [0.9529412  0.93333334 0.9490196 ]
  [0.9529412  0.93333334 0.9490196 ]]

 [[0.5686275  0.54901963 0.5647059 ]
  [0.5764706  0.5568628  0.57254905]
  [0.5882353  0.5686275  0.58431375]
  ...
  [0.9529412  0.93333334 0.9490196 ]
  [0.9529412  0.93333334 0.9490196 ]
  [0.9529412  0.93333334 0.9490196 ]]]"
845,217.jpg,12,bamboo-4,"[[[0.7529412  0.7294118  0.74509805]
  [0.7529412  0.7294118  0.74509805]
  [0.7529412  0.7294118  0.74509805]
  ...
  [0.94509804 0.9254902  0.9411765 ]
  [0.9490196  0.92941177 0.94509804]
  [0.9529412  0.93333334 0.9490196 ]]

 [[0.75686276 0.73333335 0.7490196 ]
  [0.75686276 0.73333335 0.7490196 ]
  [0.75686276 0.73333335 0.7490196 ]
  ...
  [0.94509804 0.9254902  0.9411765 ]
  [0.9490196  0.92941177 0.94509804]
  [0.9490196  0.92941177 0.94509804]]

 [[0.7607843  0.7372549  0.7529412 ]
  [0.7607843  0.7372549  0.7529412 ]
  [0.7607843  0.7372549  0.7529412 ]
  ...
  [0.94509804 0.9254902  0.9411765 ]
  [0.94509804 0.9254902  0.9411765 ]
  [0.9490196  0.92941177 0.94509804]]

 ...

 [[0.6156863  0.60784316 0.61960787]
  [0.62352943 0.6156863  0.627451  ]
  [0.63529414 0.627451   0.6392157 ]
  ...
  [0.92941177 0.90588236 0.92156863]
  [0.92941177 0.90588236 0.92156863]
  [0.92941177 0.90588236 0.92156863]]

 [[0.60784316 0.6        0.6117647 ]
  [0.61960787 0.6117647  0.62352943]
  [0.627451   0.61960787 0.6313726 ]
  ...
  [0.92941177 0.90588236 0.92156863]
  [0.92941177 0.90588236 0.92156863]
  [0.92941177 0.90588236 0.92156863]]

 [[0.6039216  0.59607846 0.60784316]
  [0.6117647  0.6039216  0.6156863 ]
  [0.62352943 0.6156863  0.627451  ]
  ...
  [0.92941177 0.90588236 0.92156863]
  [0.9254902  0.9019608  0.91764706]
  [0.9254902  0.9019608  0.91764706]]]"
846,218.jpg,12,bamboo-4,"[[[0.57254905 0.5529412  0.5686275 ]
  [0.58431375 0.5647059  0.5803922 ]
  [0.59607846 0.5764706  0.5921569 ]
  ...
  [0.70980394 0.7019608  0.7137255 ]
  [0.69803923 0.6901961  0.7019608 ]
  [0.69411767 0.6862745  0.69803923]]

 [[0.5803922  0.56078434 0.5764706 ]
  [0.5921569  0.57254905 0.5882353 ]
  [0.6039216  0.58431375 0.6       ]
  ...
  [0.7137255  0.7058824  0.7176471 ]
  [0.7058824  0.69803923 0.70980394]
  [0.69803923 0.6901961  0.7019608 ]]

 [[0.5921569  0.57254905 0.5882353 ]
  [0.6        0.5803922  0.59607846]
  [0.6117647  0.5921569  0.60784316]
  ...
  [0.72156864 0.7137255  0.7254902 ]
  [0.7137255  0.7058824  0.7176471 ]
  [0.70980394 0.7019608  0.7137255 ]]

 ...

 [[0.6901961  0.68235296 0.7019608 ]
  [0.6901961  0.68235296 0.7019608 ]
  [0.69411767 0.6862745  0.7058824 ]
  ...
  [0.8117647  0.7921569  0.80784315]
  [0.8039216  0.78431374 0.8       ]
  [0.79607844 0.7764706  0.7921569 ]]

 [[0.6901961  0.68235296 0.7019608 ]
  [0.6901961  0.68235296 0.7019608 ]
  [0.6901961  0.68235296 0.7019608 ]
  ...
  [0.8117647  0.7921569  0.80784315]
  [0.8039216  0.78431374 0.8       ]
  [0.79607844 0.7764706  0.7921569 ]]

 [[0.6901961  0.68235296 0.7019608 ]
  [0.6901961  0.68235296 0.7019608 ]
  [0.6901961  0.68235296 0.7019608 ]
  ...
  [0.8117647  0.7921569  0.80784315]
  [0.8039216  0.78431374 0.8       ]
  [0.79607844 0.7764706  0.7921569 ]]]"
847,219.jpg,12,bamboo-4,"[[[0.50980395 0.5019608  0.5137255 ]
  [0.5176471  0.50980395 0.52156866]
  [0.5294118  0.52156866 0.53333336]
  ...
  [0.5019608  0.45882353 0.48235294]
  [0.48235294 0.4392157  0.4627451 ]
  [0.47058824 0.42745098 0.4509804 ]]

 [[0.5176471  0.50980395 0.52156866]
  [0.5254902  0.5176471  0.5294118 ]
  [0.5372549  0.5294118  0.5411765 ]
  ...
  [0.5176471  0.4745098  0.49803922]
  [0.49803922 0.45490196 0.47843137]
  [0.4862745  0.44313726 0.46666667]]

 [[0.5294118  0.52156866 0.53333336]
  [0.5372549  0.5294118  0.5411765 ]
  [0.54901963 0.5411765  0.5529412 ]
  ...
  [0.53333336 0.49019608 0.5137255 ]
  [0.5176471  0.4745098  0.49803922]
  [0.5058824  0.4627451  0.4862745 ]]

 ...

 [[0.6392157  0.61960787 0.63529414]
  [0.64705884 0.627451   0.6431373 ]
  [0.654902   0.63529414 0.6509804 ]
  ...
  [0.85490197 0.8352941  0.8509804 ]
  [0.84313726 0.8235294  0.8392157 ]
  [0.8352941  0.8156863  0.83137256]]

 [[0.6392157  0.61960787 0.63529414]
  [0.64705884 0.627451   0.6431373 ]
  [0.654902   0.63529414 0.6509804 ]
  ...
  [0.85490197 0.8352941  0.8509804 ]
  [0.84313726 0.8235294  0.8392157 ]
  [0.8352941  0.8156863  0.83137256]]

 [[0.6392157  0.61960787 0.63529414]
  [0.64705884 0.627451   0.6431373 ]
  [0.654902   0.63529414 0.6509804 ]
  ...
  [0.85490197 0.8352941  0.8509804 ]
  [0.84313726 0.8235294  0.8392157 ]
  [0.8352941  0.8156863  0.83137256]]]"
848,220.jpg,12,bamboo-4,"[[[0.30588236 0.25490198 0.28235295]
  [0.3254902  0.27450982 0.3019608 ]
  [0.34901962 0.29803923 0.3254902 ]
  ...
  [0.4509804  0.40784314 0.43137255]
  [0.43529412 0.39215687 0.41568628]
  [0.42745098 0.38431373 0.40784314]]

 [[0.3137255  0.2627451  0.2901961 ]
  [0.33333334 0.28235295 0.30980393]
  [0.35686275 0.30588236 0.33333334]
  ...
  [0.46666667 0.42352942 0.44705883]
  [0.4509804  0.40784314 0.43137255]
  [0.44313726 0.4        0.42352942]]

 [[0.3254902  0.27450982 0.3019608 ]
  [0.34509805 0.29411766 0.32156864]
  [0.36862746 0.31764707 0.34509805]
  ...
  [0.4862745  0.44313726 0.46666667]
  [0.47058824 0.42745098 0.4509804 ]
  [0.4627451  0.41960785 0.44313726]]

 ...

 [[0.73333335 0.7254902  0.7372549 ]
  [0.73333335 0.7254902  0.7372549 ]
  [0.7294118  0.72156864 0.73333335]
  ...
  [0.8117647  0.7921569  0.80784315]
  [0.80784315 0.7882353  0.8039216 ]
  [0.80784315 0.7882353  0.8039216 ]]

 [[0.73333335 0.7254902  0.7372549 ]
  [0.73333335 0.7254902  0.7372549 ]
  [0.7294118  0.72156864 0.73333335]
  ...
  [0.8117647  0.7921569  0.80784315]
  [0.80784315 0.7882353  0.8039216 ]
  [0.80784315 0.7882353  0.8039216 ]]

 [[0.73333335 0.7254902  0.7372549 ]
  [0.73333335 0.7254902  0.7372549 ]
  [0.7294118  0.72156864 0.73333335]
  ...
  [0.8117647  0.7921569  0.80784315]
  [0.8117647  0.7921569  0.80784315]
  [0.80784315 0.7882353  0.8039216 ]]]"
849,221.jpg,21,characters-4,"[[[0.2        0.19215687 0.20392157]
  [0.21960784 0.21176471 0.22352941]
  [0.24313726 0.23529412 0.24705882]
  ...
  [0.15294118 0.13333334 0.14901961]
  [0.12941177 0.10980392 0.1254902 ]
  [0.11372549 0.09411765 0.10980392]]

 [[0.21568628 0.20784314 0.21960784]
  [0.23529412 0.22745098 0.23921569]
  [0.25882354 0.2509804  0.2627451 ]
  ...
  [0.16078432 0.14117648 0.15686275]
  [0.13725491 0.11764706 0.13333334]
  [0.12156863 0.10196079 0.11764706]]

 [[0.23529412 0.22745098 0.23921569]
  [0.2509804  0.24313726 0.25490198]
  [0.2784314  0.27058825 0.28235295]
  ...
  [0.18431373 0.16470589 0.18039216]
  [0.16078432 0.14117648 0.15686275]
  [0.14117648 0.12156863 0.13725491]]

 ...

 [[0.7019608  0.69411767 0.7058824 ]
  [0.7058824  0.69803923 0.70980394]
  [0.7058824  0.69803923 0.70980394]
  ...
  [0.7372549  0.7176471  0.73333335]
  [0.72156864 0.7019608  0.7176471 ]
  [0.7137255  0.69411767 0.70980394]]

 [[0.7058824  0.69803923 0.70980394]
  [0.7058824  0.69803923 0.70980394]
  [0.7058824  0.69803923 0.70980394]
  ...
  [0.7372549  0.7176471  0.73333335]
  [0.72156864 0.7019608  0.7176471 ]
  [0.7137255  0.69411767 0.70980394]]

 [[0.7058824  0.69803923 0.70980394]
  [0.7058824  0.69803923 0.70980394]
  [0.70980394 0.7019608  0.7137255 ]
  ...
  [0.7372549  0.7176471  0.73333335]
  [0.72156864 0.7019608  0.7176471 ]
  [0.7137255  0.69411767 0.70980394]]]"
850,222.jpg,21,characters-4,"[[[0.3137255  0.29411766 0.30980393]
  [0.3254902  0.30588236 0.32156864]
  [0.34117648 0.32156864 0.3372549 ]
  ...
  [0.01960784 0.         0.01568628]
  [0.01176471 0.         0.00784314]
  [0.01176471 0.         0.00784314]]

 [[0.33333334 0.3137255  0.32941177]
  [0.34509805 0.3254902  0.34117648]
  [0.36078432 0.34117648 0.35686275]
  ...
  [0.03137255 0.01176471 0.02745098]
  [0.01176471 0.         0.00784314]
  [0.01176471 0.         0.00784314]]

 [[0.35686275 0.3372549  0.3529412 ]
  [0.36862746 0.34901962 0.3647059 ]
  [0.38039216 0.36078432 0.3764706 ]
  ...
  [0.04705882 0.02745098 0.04313726]
  [0.02352941 0.00392157 0.01960784]
  [0.01568628 0.         0.01176471]]

 ...

 [[0.7607843  0.68235296 0.7176471 ]
  [0.7607843  0.68235296 0.7176471 ]
  [0.7647059  0.6862745  0.72156864]
  ...
  [0.6745098  0.6666667  0.6862745 ]
  [0.65882355 0.6509804  0.67058825]
  [0.6509804  0.6431373  0.6627451 ]]

 [[0.7607843  0.68235296 0.7176471 ]
  [0.7607843  0.68235296 0.7176471 ]
  [0.7647059  0.6862745  0.72156864]
  ...
  [0.6745098  0.6666667  0.6862745 ]
  [0.65882355 0.6509804  0.67058825]
  [0.6509804  0.6431373  0.6627451 ]]

 [[0.7607843  0.68235296 0.7176471 ]
  [0.7607843  0.68235296 0.7176471 ]
  [0.7647059  0.6862745  0.72156864]
  ...
  [0.6745098  0.6666667  0.6862745 ]
  [0.65882355 0.6509804  0.67058825]
  [0.6509804  0.6431373  0.6627451 ]]]"
851,223.jpg,21,characters-4,"[[[0.22745098 0.1764706  0.21176471]
  [0.24313726 0.19215687 0.22745098]
  [0.26666668 0.21568628 0.2509804 ]
  ...
  [0.09411765 0.04705882 0.08627451]
  [0.07058824 0.02352941 0.0627451 ]
  [0.0627451  0.01568628 0.05490196]]

 [[0.24313726 0.19215687 0.22745098]
  [0.2627451  0.21176471 0.24705882]
  [0.28627452 0.23529412 0.27058825]
  ...
  [0.10980392 0.0627451  0.10196079]
  [0.08235294 0.03529412 0.07450981]
  [0.07843138 0.03137255 0.07058824]]

 [[0.26666668 0.21568628 0.2509804 ]
  [0.28627452 0.23529412 0.27058825]
  [0.30980393 0.25882354 0.29411766]
  ...
  [0.1254902  0.07843138 0.11764706]
  [0.10196079 0.05490196 0.09411765]
  [0.09411765 0.04705882 0.08627451]]

 ...

 [[0.78431374 0.78431374 0.7921569 ]
  [0.78039217 0.78039217 0.7882353 ]
  [0.78039217 0.78039217 0.7882353 ]
  ...
  [0.654902   0.6313726  0.6392157 ]
  [0.63529414 0.6117647  0.61960787]
  [0.62352943 0.6        0.60784316]]

 [[0.78431374 0.78431374 0.7921569 ]
  [0.78431374 0.78431374 0.7921569 ]
  [0.78039217 0.78039217 0.7882353 ]
  ...
  [0.654902   0.6313726  0.6392157 ]
  [0.63529414 0.6117647  0.61960787]
  [0.61960787 0.59607846 0.6039216 ]]

 [[0.78431374 0.78431374 0.7921569 ]
  [0.78431374 0.78431374 0.7921569 ]
  [0.78431374 0.78431374 0.7921569 ]
  ...
  [0.654902   0.6313726  0.6392157 ]
  [0.63529414 0.6117647  0.61960787]
  [0.61960787 0.59607846 0.6039216 ]]]"
852,224.jpg,21,characters-4,"[[[0.03137255 0.03137255 0.03921569]
  [0.04313726 0.04313726 0.05098039]
  [0.07450981 0.07450981 0.08235294]
  ...
  [0.10196079 0.08235294 0.09803922]
  [0.07058824 0.05098039 0.06666667]
  [0.04705882 0.02745098 0.04313726]]

 [[0.04705882 0.04705882 0.05490196]
  [0.05882353 0.05882353 0.06666667]
  [0.09019608 0.09019608 0.09803922]
  ...
  [0.11764706 0.09803922 0.11372549]
  [0.08627451 0.06666667 0.08235294]
  [0.05882353 0.03921569 0.05490196]]

 [[0.06666667 0.06666667 0.07450981]
  [0.07843138 0.07843138 0.08627451]
  [0.10588235 0.10588235 0.11372549]
  ...
  [0.13725491 0.11764706 0.13333334]
  [0.10588235 0.08627451 0.10196079]
  [0.07843138 0.05882353 0.07450981]]

 ...

 [[0.5803922  0.5372549  0.5686275 ]
  [0.5921569  0.54901963 0.5803922 ]
  [0.6039216  0.56078434 0.5921569 ]
  ...
  [0.7294118  0.7058824  0.72156864]
  [0.7176471  0.69411767 0.70980394]
  [0.70980394 0.6862745  0.7019608 ]]

 [[0.5764706  0.53333336 0.5647059 ]
  [0.5882353  0.54509807 0.5764706 ]
  [0.6        0.5568628  0.5882353 ]
  ...
  [0.7254902  0.7019608  0.7176471 ]
  [0.7176471  0.69411767 0.70980394]
  [0.7058824  0.68235296 0.69803923]]

 [[0.57254905 0.5294118  0.56078434]
  [0.58431375 0.5411765  0.57254905]
  [0.59607846 0.5529412  0.58431375]
  ...
  [0.7254902  0.7019608  0.7176471 ]
  [0.7137255  0.6901961  0.7058824 ]
  [0.7058824  0.68235296 0.69803923]]]"
853,225.jpg,4,dots-5,"[[[0.85490197 0.8352941  0.8509804 ]
  [0.85490197 0.8352941  0.8509804 ]
  [0.8509804  0.83137256 0.84705883]
  ...
  [0.84705883 0.827451   0.84313726]
  [0.84705883 0.827451   0.84313726]
  [0.84705883 0.827451   0.84313726]]

 [[0.85882354 0.8392157  0.85490197]
  [0.85490197 0.8352941  0.8509804 ]
  [0.8509804  0.83137256 0.84705883]
  ...
  [0.84705883 0.827451   0.84313726]
  [0.84705883 0.827451   0.84313726]
  [0.84705883 0.827451   0.84313726]]

 [[0.85882354 0.8392157  0.85490197]
  [0.85490197 0.8352941  0.8509804 ]
  [0.8509804  0.83137256 0.84705883]
  ...
  [0.8509804  0.83137256 0.84705883]
  [0.8509804  0.83137256 0.84705883]
  [0.8509804  0.83137256 0.84705883]]

 ...

 [[0.72156864 0.7058824  0.70980394]
  [0.7058824  0.6901961  0.69411767]
  [0.67058825 0.654902   0.65882355]
  ...
  [0.8156863  0.8156863  0.8235294 ]
  [0.8156863  0.8156863  0.8235294 ]
  [0.8156863  0.8156863  0.8235294 ]]

 [[0.70980394 0.69411767 0.69803923]
  [0.69803923 0.68235296 0.6862745 ]
  [0.6627451  0.64705884 0.6509804 ]
  ...
  [0.8117647  0.8117647  0.81960785]
  [0.8117647  0.8117647  0.81960785]
  [0.8117647  0.8117647  0.81960785]]

 [[0.7058824  0.6901961  0.69411767]
  [0.6901961  0.6745098  0.6784314 ]
  [0.654902   0.6392157  0.6431373 ]
  ...
  [0.8117647  0.8117647  0.81960785]
  [0.8117647  0.8117647  0.81960785]
  [0.8117647  0.8117647  0.81960785]]]"
854,226.jpg,4,dots-5,"[[[0.9490196  0.93333334 0.9372549 ]
  [0.9411765  0.9254902  0.92941177]
  [0.92941177 0.9137255  0.91764706]
  ...
  [0.84705883 0.8392157  0.8509804 ]
  [0.84705883 0.8392157  0.8509804 ]
  [0.84705883 0.8392157  0.8509804 ]]

 [[0.9490196  0.93333334 0.9372549 ]
  [0.9411765  0.9254902  0.92941177]
  [0.92941177 0.9137255  0.91764706]
  ...
  [0.84705883 0.8392157  0.8509804 ]
  [0.84705883 0.8392157  0.8509804 ]
  [0.84705883 0.8392157  0.8509804 ]]

 [[0.9490196  0.93333334 0.9372549 ]
  [0.9372549  0.92156863 0.9254902 ]
  [0.9254902  0.9098039  0.9137255 ]
  ...
  [0.84705883 0.8392157  0.8509804 ]
  [0.84705883 0.8392157  0.8509804 ]
  [0.84705883 0.8392157  0.8509804 ]]

 ...

 [[0.7372549  0.7176471  0.73333335]
  [0.7294118  0.70980394 0.7254902 ]
  [0.7176471  0.69803923 0.7137255 ]
  ...
  [0.84313726 0.81960785 0.8352941 ]
  [0.8392157  0.8156863  0.83137256]
  [0.8392157  0.8156863  0.83137256]]

 [[0.73333335 0.7137255  0.7294118 ]
  [0.72156864 0.7019608  0.7176471 ]
  [0.7137255  0.69411767 0.70980394]
  ...
  [0.8392157  0.8156863  0.83137256]
  [0.8352941  0.8117647  0.827451  ]
  [0.8352941  0.8117647  0.827451  ]]

 [[0.7254902  0.7058824  0.72156864]
  [0.7176471  0.69803923 0.7137255 ]
  [0.7058824  0.6862745  0.7019608 ]
  ...
  [0.8352941  0.8117647  0.827451  ]
  [0.8352941  0.8117647  0.827451  ]
  [0.8352941  0.8117647  0.827451  ]]]"
